,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31
0,68.50109461119801,-3.418758287870858,12.041689600194507,4.768956192009748,3.9648122877684586,3.202385287678601,-17.39870513959204,7.829243836937572,-12.616636542202363,9.113748552654931,-4.320880065517313,3.5361873947909417,0.034264395729457275,-8.614506679104558,2.0348248662512107,-0.6077168005014173,14.302807839917289,-6.78507844932869,0.3044113631621721,-20.583437985626592,-3.2394756337726003,-5.499162579032122,2.716815319692832,-6.417397242568253,10.526195253466184,-10.935867326953764,-0.04044539375237513,-3.715422528565497,3.736389267568673,5.290496141049502,15.081544693697255
1,45.8901936633567,16.30756765672036,5.568343094810554,28.555782732211668,11.75113011617637,-5.819731762303177,-31.660035261662802,34.966196274277486,-23.67675751318063,10.622114576365348,8.81825119419551,-2.1807139887271028,6.626488002480709,13.5911165423903,12.497914648271683,-4.143298797815454,18.53881410989881,-8.509121902611767,-0.7608269539814313,-18.622338378598503,2.212709648178984,-7.430989517647612,14.566897714276303,-10.017605562109992,14.38484031690472,-5.889980220688365,10.371324652937792,-1.7353137278610877,3.975410594204115,2.4607923616592244,8.641742541772585
2,59.977135581303365,-3.5382785165193815,9.368199971736049,1.6955570334913417,1.3445878815734107,-1.951582255715023,-13.132016953734066,2.1512934391958196,0.8949815753200717,3.67420263192388,-0.8533292147482713,5.712884702753042,-3.62867816815933,-2.80529742855562,1.1614884879855227,-6.851078565095635,4.2551434184444314,-1.2515260563147725,-0.7936780191314944,-9.747675631568448,-0.14589995208308174,3.6050585133272706,0.19025698996761825,-3.688408067399828,10.138502560134013,-4.409358469382657,-4.131738976573371,-4.901684491937477,2.390203371209717,1.3290734402765196,6.935082920375108
3,54.2232007817771,-4.8943796748301125,10.507654395268695,1.5630616868480147,-1.5645366693321376,-1.5304077578568367,-23.52399806765836,8.873007806783118,-11.450901504714604,5.962898402072729,-5.582410730788316,5.915459214347035,-3.1621794394600666,-1.3230887319038063,-0.7554660271219831,-6.579678077754692,12.891314755027123,-6.444550716859481,-7.4207695299813645,-11.229251862855582,4.532494519659133,2.2311285806845476,0.2886499282112822,-5.011133258428586,9.280913688226235,-5.878098290507192,0.45000896655290035,-8.832379667922666,-0.6744635545067672,1.9348426192721386,6.328894715365657
4,51.05999899662205,-4.008218615971849,7.263683871194878,5.958020619259449,3.5228366732193925,-1.816287858739694,-13.365075483403308,2.3250666429041975,-3.691869091937877,5.930878531466712,-4.128602546097597,5.240176442463533,4.020379911286216,-6.787106696109757,1.5679481773895023,-0.6619640077104623,11.304726407265152,-5.482327706983594,-1.182132688686972,-16.578236584050163,3.3997613939740536,-5.016298799234223,7.079026334861117,-3.545322697783547,3.2587689489002294,-6.807514065347544,0.03567266545559045,-4.429238802642987,5.8799653160859835,4.488399199523713,6.51152543148409
5,41.81532748638885,-0.49701838487177763,0.9019127546423895,4.563503994406576,12.994610282162515,16.003031350192213,-32.68857253810214,5.277949823967173,-16.43856748478702,9.126951856393474,-10.959076709317163,4.3871200428076405,-11.350820526347624,-0.5610859732026906,-7.891214961139546,1.5483747667174166,3.5728400196533134,0.24344099211983272,-13.754473078170529,-12.787168605398907,-4.481259457410377,-3.246865367227223,-2.345051735936324,-5.688120158671786,7.193096344727817,-2.290158827589644,-0.16061031382608343,-4.225980677249468,0.14518140665586776,4.010971831482018,22.298568949639137
6,40.96726792251365,-0.03573427119215866,1.8873277962656219,7.8715344417775395,16.496746907431266,18.913275767275834,-32.28711469460106,2.1069109655105445,-19.629514745712278,8.129802326952774,-10.590500563014862,10.138251187006023,-10.630694342709473,-3.04536061027134,-7.310180801353257,7.9219980854891725,-2.5174874434760275,-1.920146071252573,-11.123268003010496,-19.29840705598594,2.937975598857067,0.6654708718338886,-6.06642072159708,-1.7437029754869144,2.3653227913970403,-1.8593840354649893,4.0266967717331825,-1.4637958209791933,-1.5126242387184698,0.7666963685389917,12.744575025993802
7,46.578499677860094,-3.3039660583826724,12.942783450815725,1.6245280708824241,-2.570371728910155,2.9966762157076583,-17.13333720756143,11.910514166468998,-17.291176999011924,9.183725712544007,-3.9090148364610595,5.199041678886664,-1.0112817078489227,-4.843054275368157,3.4746956853688924,-5.45876880974394,9.552025368613576,-5.657951419560385,-2.4785565981058792,-12.781887175602133,0.5744447347919395,1.9020074631999284,-1.5208865431320562,-0.9202483717592274,8.658756564308012,-7.172312769256809,-0.44864089076331704,-1.9662929532351507,5.900693309899773,3.4691560140880995,7.156646181724657
8,34.25587663687588,15.819112378722451,2.854349690504873,23.674538061941647,8.520652665752777,-5.458449436864292,-22.598378933575113,26.37659599415275,-18.909529045947362,4.481830926420402,8.889052069528391,-4.487738205435196,6.685705815768276,11.543483595497454,8.399432480385482,-0.5807678099025222,8.766474542131775,-5.872511046659677,-0.2893244923961824,-11.850052258258858,0.9426631321495831,-3.3126622224560167,7.4819273820456536,-4.345434033306232,10.249148592231329,-0.6367043072898371,8.710891886073542,3.9182669608827325,-3.0994727250612026,1.6607358449180631,5.329303431538942
9,28.63864548070648,15.133699534456259,-1.0109590866214622,25.307046755701492,9.57952533406344,-1.8442633080009077,-6.784403417402626,13.617825465910823,-7.987048853650145,-1.0705909846822146,12.62281809897925,6.780105959106798,2.6661252573575642,6.178309336824539,8.32397788802752,-1.3691309912460108,4.208538704942278,-8.047116025423161,-0.8471415148503579,-10.946451518352436,0.644299127511973,-0.3125956713809887,4.36822378202628,-1.9936183711690503,10.974936322359643,3.6514938264166625,6.063701092217525,-1.8164288601337344,2.4560114182948958,3.9331935438258063,6.586759584682167
