,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
0,-3.631220334393231,7.446986930973838,21.260512378260373,6.09725205174343,0.5246348407405854,-0.35971056880434915,-6.807005714135362,-22.966108286634025
1,-4.153500354889583,8.943626265031007,25.849711259400188,7.397190214053277,1.032059536465211,0.23756960910895789,-2.0665706500340013,-40.35992849164356
2,-3.427726296310607,6.88645166827253,19.725680855920636,5.720455716436918,-0.01654880701144023,0.23363120400254705,-1.7546999569087234,-15.382252675808209
3,-3.302719456411698,6.750783705258836,19.12356964728046,5.26573618647877,0.56286604493458,0.1475634493438495,0.044162451870236125,-25.202769716800738
4,-2.4984253986371425,4.93985410733525,13.738154835899685,3.380495042408275,0.6765086614541506,-0.34900785300735215,-2.1539861894052104,-19.7105496103811
5,-2.631629919857121,5.48204083908804,15.751693499315119,4.43370151739353,0.2230931459508905,0.642806900775599,2.491344090203773,-19.701585293595496
6,5.440535430149765,-1.5674156760871016,2.1954356574387144,1.7729563570077735,0.2774020753192103,3.386599567220699,-0.24202417805101287,-9.656970714642615
7,-3.4053923346684702,6.738234615167112,19.244281075101224,5.466437849326444,0.07775970951451207,0.14504958201188597,-1.1276958670442254,-16.908088256924533
8,-2.141060651840568,4.63642656577613,12.795373588422057,3.0963621439959943,0.9844366454410838,-0.3738540950529818,-4.007991306288072,-24.927960834564228
9,-3.035620077668941,6.04910834475319,16.884118771206765,4.507601753816678,0.5896300883053704,-0.5476904360277731,-6.369192965459265,-20.86807016343937
10,-2.5342521882951807,5.216590533747316,14.482858561935775,3.7116367128076426,0.7899166897583595,-0.2271852576868172,-3.278357276583225,-22.813337764145686
11,-3.765056166690005,7.372474095451995,20.890063102955263,5.857980300719671,-0.005304242901094248,-0.5380743797907533,-7.001245956660178,-15.162137764888742
12,-2.2203918423595446,-5.49798298897808,-0.12288108876557544,0.1312604298586129,-0.1585622946324395,0.49075624725036654,0.33631048209232894,1.4323540390478189
13,-2.334227098406175,-5.440070534750454,0.2137829221404062,0.29836574920372927,-0.19639612964965972,0.17579121224761646,0.49360883172604747,0.11590488963242136
14,4.159695840588413,-0.9711354323650749,2.3407581361883136,1.2634543721306046,0.18706563702056445,0.8747962783490094,-0.03570959529576608,-10.709112687660607
15,-0.5494186298612371,0.9484475759914313,1.2726578447099572,-1.621030115028092,1.91647470411199,-0.9111803570927847,-0.3761813185839249,-17.442210226212435
16,3.625347093980578,-1.2076005758225783,0.811174973775805,0.8451161037113308,-0.07331267748924737,0.7859799266692703,0.23781857882490645,-4.459767086755676
17,-2.681645920752669,5.264641834018421,14.599047339610612,3.788458561772107,0.363493527581121,-0.725240514850567,-7.3159389996601165,-12.217425079083009
